HourDK,PriceArea,FuelAllocationMethod,CO2PerkWh
2023-01-10T23:00:00,DK1,125%,33.739515
2023-01-10T23:00:00,DK2,125%,83.884572
2023-01-10T22:00:00,DK1,125%,45.868164
2023-01-10T22:00:00,DK2,125%,23.849282
2023-01-10T21:00:00,DK1,125%,68.681404
2023-01-10T21:00:00,DK2,125%,26.96598
2023-01-10T20:00:00,DK1,125%,99.39083
2023-01-10T20:00:00,DK2,125%,29.454294
2023-01-10T19:00:00,DK1,125%,91.198146
2023-01-10T19:00:00,DK2,125%,30.618733
2023-01-10T18:00:00,DK1,125%,80.445381
2023-01-10T18:00:00,DK2,125%,37.374719
2023-01-10T17:00:00,DK1,125%,94.101122
2023-01-10T17:00:00,DK2,125%,39.426088
2023-01-10T16:00:00,DK1,125%,89.825159
2023-01-10T16:00:00,DK2,125%,45.044095
2023-01-10T15:00:00,DK1,125%,136.167604
2023-01-10T15:00:00,DK2,125%,38.367718
2023-01-10T14:00:00,DK1,125%,142.026316
2023-01-10T14:00:00,DK2,125%,37.166403
2023-01-10T13:00:00,DK1,125%,148.800312
2023-01-10T13:00:00,DK2,125%,38.237226
2023-01-10T12:00:00,DK1,125%,137.317291
2023-01-10T12:00:00,DK2,125%,44.39213
2023-01-10T11:00:00,DK1,125%,147.072029
2023-01-10T11:00:00,DK2,125%,59.685384
2023-01-10T10:00:00,DK1,125%,129.158895
2023-01-10T10:00:00,DK2,125%,54.948703
2023-01-10T09:00:00,DK1,125%,135.572958
2023-01-10T09:00:00,DK2,125%,56.249246
2023-01-10T08:00:00,DK1,125%,146.705166
2023-01-10T08:00:00,DK2,125%,55.64651
2023-01-10T07:00:00,DK1,125%,147.335592
2023-01-10T07:00:00,DK2,125%,43.673565
2023-01-10T06:00:00,DK1,125%,145.580684
2023-01-10T06:00:00,DK2,125%,44.307582
2023-01-10T05:00:00,DK1,125%,152.425547
2023-01-10T05:00:00,DK2,125%,40.60851
2023-01-10T04:00:00,DK1,125%,200.388248
2023-01-10T04:00:00,DK2,125%,41.189893
2023-01-10T03:00:00,DK1,125%,212.589271
2023-01-10T03:00:00,DK2,125%,46.755817
2023-01-10T02:00:00,DK1,125%,195.862279
2023-01-10T02:00:00,DK2,125%,46.599832
2023-01-10T01:00:00,DK1,125%,210.52911
2023-01-10T01:00:00,DK2,125%,46.189365
2023-01-10T00:00:00,DK1,125%,196.55756
2023-01-10T00:00:00,DK2,125%,49.786305
2023-01-09T23:00:00,DK1,125%,168.882441
2023-01-09T23:00:00,DK2,125%,52.699011
2023-01-09T22:00:00,DK1,125%,151.121677
2023-01-09T22:00:00,DK2,125%,68.497446
2023-01-09T21:00:00,DK1,125%,124.698769
2023-01-09T21:00:00,DK2,125%,65.683112
2023-01-09T20:00:00,DK1,125%,131.760329
2023-01-09T20:00:00,DK2,125%,65.62415
2023-01-09T19:00:00,DK1,125%,132.574367
2023-01-09T19:00:00,DK2,125%,64.628057
2023-01-09T18:00:00,DK1,125%,127.625118
2023-01-09T18:00:00,DK2,125%,62.874863
2023-01-09T17:00:00,DK1,125%,126.81939
2023-01-09T17:00:00,DK2,125%,62.488912
2023-01-09T16:00:00,DK1,125%,129.462963
2023-01-09T16:00:00,DK2,125%,60.212052
2023-01-09T15:00:00,DK1,125%,135.23908
2023-01-09T15:00:00,DK2,125%,64.604382
2023-01-09T14:00:00,DK1,125%,118.447317
2023-01-09T14:00:00,DK2,125%,62.164715
2023-01-09T13:00:00,DK1,125%,122.171439
2023-01-09T13:00:00,DK2,125%,63.426995
2023-01-09T12:00:00,DK1,125%,123.945581
2023-01-09T12:00:00,DK2,125%,62.222387
2023-01-09T11:00:00,DK1,125%,98.968348
2023-01-09T11:00:00,DK2,125%,60.579671
2023-01-09T10:00:00,DK1,125%,99.139203
2023-01-09T10:00:00,DK2,125%,55.280763
2023-01-09T09:00:00,DK1,125%,111.432447
2023-01-09T09:00:00,DK2,125%,53.574532
2023-01-09T08:00:00,DK1,125%,123.869905
2023-01-09T08:00:00,DK2,125%,50.716734
2023-01-09T07:00:00,DK1,125%,97.837076
2023-01-09T07:00:00,DK2,125%,46.004728
2023-01-09T06:00:00,DK1,125%,156.751056
2023-01-09T06:00:00,DK2,125%,44.975405
2023-01-09T05:00:00,DK1,125%,145.169895
2023-01-09T05:00:00,DK2,125%,40.776592
2023-01-09T04:00:00,DK1,125%,172.210984
2023-01-09T04:00:00,DK2,125%,98.508649
2023-01-09T03:00:00,DK1,125%,152.060994
2023-01-09T03:00:00,DK2,125%,81.965509
2023-01-09T02:00:00,DK1,125%,136.202272
2023-01-09T02:00:00,DK2,125%,59.813364
2023-01-09T01:00:00,DK1,125%,133.707681
2023-01-09T01:00:00,DK2,125%,41.738005
2023-01-09T00:00:00,DK1,125%,109.910377
2023-01-09T00:00:00,DK2,125%,41.146133
2023-01-08T23:00:00,DK1,125%,121.714631
2023-01-08T23:00:00,DK2,125%,44.233055
2023-01-08T22:00:00,DK1,125%,114.208555
2023-01-08T22:00:00,DK2,125%,45.002751
2023-01-08T21:00:00,DK1,125%,129.107862
2023-01-08T21:00:00,DK2,125%,41.352348
2023-01-08T20:00:00,DK1,125%,111.435994
2023-01-08T20:00:00,DK2,125%,41.030653
2023-01-08T19:00:00,DK1,125%,97.808236
2023-01-08T19:00:00,DK2,125%,39.479176
2023-01-08T18:00:00,DK1,125%,86.752263
2023-01-08T18:00:00,DK2,125%,37.548581
2023-01-08T17:00:00,DK1,125%,76.884578
2023-01-08T17:00:00,DK2,125%,39.334826
2023-01-08T16:00:00,DK1,125%,98.981276
2023-01-08T16:00:00,DK2,125%,41.742805
2023-01-08T15:00:00,DK1,125%,138.382165
2023-01-08T15:00:00,DK2,125%,42.913716
2023-01-08T14:00:00,DK1,125%,116.49144
2023-01-08T14:00:00,DK2,125%,42.706116
2023-01-08T13:00:00,DK1,125%,107.725241
2023-01-08T13:00:00,DK2,125%,40.958102
2023-01-08T12:00:00,DK1,125%,92.700277
2023-01-08T12:00:00,DK2,125%,38.73266
2023-01-08T11:00:00,DK1,125%,78.662597
2023-01-08T11:00:00,DK2,125%,39.018545
2023-01-08T10:00:00,DK1,125%,74.058204
2023-01-08T10:00:00,DK2,125%,40.405784
2023-01-08T09:00:00,DK1,125%,70.157004
2023-01-08T09:00:00,DK2,125%,38.963347
2023-01-08T08:00:00,DK1,125%,71.102315
2023-01-08T08:00:00,DK2,125%,35.088399
2023-01-08T07:00:00,DK1,125%,52.432732
2023-01-08T07:00:00,DK2,125%,31.13012
2023-01-08T06:00:00,DK1,125%,83.189799
2023-01-08T06:00:00,DK2,125%,22.895685
2023-01-08T05:00:00,DK1,125%,89.155047
2023-01-08T05:00:00,DK2,125%,28.390034
2023-01-08T04:00:00,DK1,125%,91.230359
2023-01-08T04:00:00,DK2,125%,54.791128
2023-01-08T03:00:00,DK1,125%,96.323677
2023-01-08T03:00:00,DK2,125%,59.913796
2023-01-08T02:00:00,DK1,125%,91.416152
2023-01-08T02:00:00,DK2,125%,54.477035
2023-01-08T01:00:00,DK1,125%,88.319764
2023-01-08T01:00:00,DK2,125%,50.704459
2023-01-08T00:00:00,DK1,125%,85.022226
2023-01-08T00:00:00,DK2,125%,49.914073
2023-01-07T23:00:00,DK1,125%,63.040071
2023-01-07T23:00:00,DK2,125%,52.780968
2023-01-07T22:00:00,DK1,125%,70.976
2023-01-07T22:00:00,DK2,125%,55.077933
2023-01-07T21:00:00,DK1,125%,54.517269
2023-01-07T21:00:00,DK2,125%,46.331723
2023-01-07T20:00:00,DK1,125%,71.631979
2023-01-07T20:00:00,DK2,125%,25.583692
2023-01-07T19:00:00,DK1,125%,87.162203
2023-01-07T19:00:00,DK2,125%,30.643708
2023-01-07T18:00:00,DK1,125%,101.708259
2023-01-07T18:00:00,DK2,125%,35.573162
2023-01-07T17:00:00,DK1,125%,118.956203
2023-01-07T17:00:00,DK2,125%,40.440602
2023-01-07T16:00:00,DK1,125%,118.700271
2023-01-07T16:00:00,DK2,125%,39.733582
2023-01-07T15:00:00,DK1,125%,110.721193
2023-01-07T15:00:00,DK2,125%,40.85208
2023-01-07T14:00:00,DK1,125%,120.152539
2023-01-07T14:00:00,DK2,125%,38.759652
2023-01-07T13:00:00,DK1,125%,124.144678
2023-01-07T13:00:00,DK2,125%,38.03854
2023-01-07T12:00:00,DK1,125%,98.91055
2023-01-07T12:00:00,DK2,125%,39.489577
2023-01-07T11:00:00,DK1,125%,98.281624
2023-01-07T11:00:00,DK2,125%,42.025177
2023-01-07T10:00:00,DK1,125%,103.366154
2023-01-07T10:00:00,DK2,125%,43.216718
2023-01-07T09:00:00,DK1,125%,98.587005
2023-01-07T09:00:00,DK2,125%,45.844316
2023-01-07T08:00:00,DK1,125%,159.453957
2023-01-07T08:00:00,DK2,125%,50.439141
2023-01-07T07:00:00,DK1,125%,158.811851
2023-01-07T07:00:00,DK2,125%,48.037825
2023-01-07T06:00:00,DK1,125%,161.620662
2023-01-07T06:00:00,DK2,125%,49.680969
2023-01-07T05:00:00,DK1,125%,166.221851
2023-01-07T05:00:00,DK2,125%,50.949914
2023-01-07T04:00:00,DK1,125%,168.695998
2023-01-07T04:00:00,DK2,125%,50.875545
2023-01-07T03:00:00,DK1,125%,196.018844
2023-01-07T03:00:00,DK2,125%,50.888195
2023-01-07T02:00:00,DK1,125%,200.393395
2023-01-07T02:00:00,DK2,125%,50.816437
2023-01-07T01:00:00,DK1,125%,195.895279
2023-01-07T01:00:00,DK2,125%,48.335869
2023-01-07T00:00:00,DK1,125%,122.600706
2023-01-07T00:00:00,DK2,125%,44.576623
2023-01-06T23:00:00,DK1,125%,90.131596
2023-01-06T23:00:00,DK2,125%,43.816374
2023-01-06T22:00:00,DK1,125%,86.228697
2023-01-06T22:00:00,DK2,125%,41.732458
2023-01-06T21:00:00,DK1,125%,87.096326
2023-01-06T21:00:00,DK2,125%,39.521595
2023-01-06T20:00:00,DK1,125%,71.831309
2023-01-06T20:00:00,DK2,125%,38.168556
2023-01-06T19:00:00,DK1,125%,66.622238
2023-01-06T19:00:00,DK2,125%,40.642585
2023-01-06T18:00:00,DK1,125%,60.56271
2023-01-06T18:00:00,DK2,125%,40.532017
2023-01-06T17:00:00,DK1,125%,77.252821
2023-01-06T17:00:00,DK2,125%,39.671285
2023-01-06T16:00:00,DK1,125%,82.08374
2023-01-06T16:00:00,DK2,125%,34.113245
2023-01-06T15:00:00,DK1,125%,88.393739
2023-01-06T15:00:00,DK2,125%,32.979373
2023-01-06T14:00:00,DK1,125%,79.928443
2023-01-06T14:00:00,DK2,125%,32.29478
2023-01-06T13:00:00,DK1,125%,102.683319
2023-01-06T13:00:00,DK2,125%,30.878057
2023-01-06T12:00:00,DK1,125%,100.281867
2023-01-06T12:00:00,DK2,125%,31.779786
2023-01-06T11:00:00,DK1,125%,97.947389
2023-01-06T11:00:00,DK2,125%,31.21889
2023-01-06T10:00:00,DK1,125%,83.53856
2023-01-06T10:00:00,DK2,125%,35.432126
2023-01-06T09:00:00,DK1,125%,60.587676
2023-01-06T09:00:00,DK2,125%,33.737966
2023-01-06T08:00:00,DK1,125%,53.99039
2023-01-06T08:00:00,DK2,125%,32.402708
2023-01-06T07:00:00,DK1,125%,48.835791
2023-01-06T07:00:00,DK2,125%,28.663968
2023-01-06T06:00:00,DK1,125%,41.93412
2023-01-06T06:00:00,DK2,125%,26.372951
2023-01-06T05:00:00,DK1,125%,91.416414
2023-01-06T05:00:00,DK2,125%,27.072448
2023-01-06T04:00:00,DK1,125%,89.519203
2023-01-06T04:00:00,DK2,125%,38.915745
2023-01-06T03:00:00,DK1,125%,94.619961
2023-01-06T03:00:00,DK2,125%,39.416197
2023-01-06T02:00:00,DK1,125%,98.275806
2023-01-06T02:00:00,DK2,125%,44.932296
2023-01-06T01:00:00,DK1,125%,70.707694
2023-01-06T01:00:00,DK2,125%,47.737976
2023-01-06T00:00:00,DK1,125%,66.622684
2023-01-06T00:00:00,DK2,125%,54.008981
2023-01-05T23:00:00,DK1,125%,96.116896
2023-01-05T23:00:00,DK2,125%,58.143582
2023-01-05T22:00:00,DK1,125%,139.421623
2023-01-05T22:00:00,DK2,125%,61.500425
2023-01-05T21:00:00,DK1,125%,170.930446
2023-01-05T21:00:00,DK2,125%,70.789537
2023-01-05T20:00:00,DK1,125%,172.769492
2023-01-05T20:00:00,DK2,125%,72.458678
2023-01-05T19:00:00,DK1,125%,163.973194
2023-01-05T19:00:00,DK2,125%,81.083244
2023-01-05T18:00:00,DK1,125%,178.825147
2023-01-05T18:00:00,DK2,125%,135.465175
2023-01-05T17:00:00,DK1,125%,218.663847
2023-01-05T17:00:00,DK2,125%,125.916826
2023-01-05T16:00:00,DK1,125%,225.463771
2023-01-05T16:00:00,DK2,125%,66.995074
2023-01-05T15:00:00,DK1,125%,251.468294
2023-01-05T15:00:00,DK2,125%,58.042746
2023-01-05T14:00:00,DK1,125%,252.488122
2023-01-05T14:00:00,DK2,125%,48.021699
2023-01-05T13:00:00,DK1,125%,246.342859
2023-01-05T13:00:00,DK2,125%,40.390931
2023-01-05T12:00:00,DK1,125%,219.915894
2023-01-05T12:00:00,DK2,125%,37.119605
2023-01-05T11:00:00,DK1,125%,187.264546
2023-01-05T11:00:00,DK2,125%,37.044586
2023-01-05T10:00:00,DK1,125%,177.942156
2023-01-05T10:00:00,DK2,125%,36.538614
2023-01-05T09:00:00,DK1,125%,204.15944
2023-01-05T09:00:00,DK2,125%,34.906178
2023-01-05T08:00:00,DK1,125%,201.242296
2023-01-05T08:00:00,DK2,125%,32.324769
2023-01-05T07:00:00,DK1,125%,162.403428
2023-01-05T07:00:00,DK2,125%,64.26598
2023-01-05T06:00:00,DK1,125%,152.087237
2023-01-05T06:00:00,DK2,125%,99.094639
2023-01-05T05:00:00,DK1,125%,170.220289
2023-01-05T05:00:00,DK2,125%,101.362499
2023-01-05T04:00:00,DK1,125%,161.905579
2023-01-05T04:00:00,DK2,125%,94.34161
2023-01-05T03:00:00,DK1,125%,137.680992
2023-01-05T03:00:00,DK2,125%,81.967815
2023-01-05T02:00:00,DK1,125%,157.438781
2023-01-05T02:00:00,DK2,125%,84.928151
2023-01-05T01:00:00,DK1,125%,162.298585
2023-01-05T01:00:00,DK2,125%,91.569294
2023-01-05T00:00:00,DK1,125%,156.026378
2023-01-05T00:00:00,DK2,125%,90.119188
2023-01-04T23:00:00,DK1,125%,137.07693
2023-01-04T23:00:00,DK2,125%,85.06068
2023-01-04T22:00:00,DK1,125%,122.299212
2023-01-04T22:00:00,DK2,125%,88.210679
2023-01-04T21:00:00,DK1,125%,131.267807
2023-01-04T21:00:00,DK2,125%,92.894437
2023-01-04T20:00:00,DK1,125%,133.098599
2023-01-04T20:00:00,DK2,125%,92.068132
2023-01-04T19:00:00,DK1,125%,127.533411
2023-01-04T19:00:00,DK2,125%,89.145156
2023-01-04T18:00:00,DK1,125%,113.542483
2023-01-04T18:00:00,DK2,125%,86.64881
2023-01-04T17:00:00,DK1,125%,110.147751
2023-01-04T17:00:00,DK2,125%,83.239338
2023-01-04T16:00:00,DK1,125%,116.850791
2023-01-04T16:00:00,DK2,125%,86.754696
2023-01-04T15:00:00,DK1,125%,119.969496
2023-01-04T15:00:00,DK2,125%,86.906711
2023-01-04T14:00:00,DK1,125%,117.138046
2023-01-04T14:00:00,DK2,125%,57.69976
2023-01-04T13:00:00,DK1,125%,124.178102
2023-01-04T13:00:00,DK2,125%,53.891402
2023-01-04T12:00:00,DK1,125%,129.709629
2023-01-04T12:00:00,DK2,125%,53.320107
2023-01-04T11:00:00,DK1,125%,146.051561
2023-01-04T11:00:00,DK2,125%,55.956964
2023-01-04T10:00:00,DK1,125%,146.233229
2023-01-04T10:00:00,DK2,125%,54.556244
2023-01-04T09:00:00,DK1,125%,156.996062
2023-01-04T09:00:00,DK2,125%,48.502787
2023-01-04T08:00:00,DK1,125%,164.116026
2023-01-04T08:00:00,DK2,125%,49.962225
2023-01-04T07:00:00,DK1,125%,115.838567
2023-01-04T07:00:00,DK2,125%,61.697554
2023-01-04T06:00:00,DK1,125%,101.358336
2023-01-04T06:00:00,DK2,125%,58.487222
2023-01-04T05:00:00,DK1,125%,100.12592
2023-01-04T05:00:00,DK2,125%,55.483256
2023-01-04T04:00:00,DK1,125%,95.342712
2023-01-04T04:00:00,DK2,125%,49.384714
2023-01-04T03:00:00,DK1,125%,96.781146
2023-01-04T03:00:00,DK2,125%,53.310963
2023-01-04T02:00:00,DK1,125%,99.471267
2023-01-04T02:00:00,DK2,125%,57.981863
2023-01-04T01:00:00,DK1,125%,109.546311
2023-01-04T01:00:00,DK2,125%,68.763393
2023-01-04T00:00:00,DK1,125%,131.28133
2023-01-04T00:00:00,DK2,125%,83.445205
2023-01-03T23:00:00,DK1,125%,151.817413
2023-01-03T23:00:00,DK2,125%,100.624889
2023-01-03T22:00:00,DK1,125%,155.977094
2023-01-03T22:00:00,DK2,125%,109.855764
2023-01-03T21:00:00,DK1,125%,196.729324
2023-01-03T21:00:00,DK2,125%,129.462305
2023-01-03T20:00:00,DK1,125%,197.40676
2023-01-03T20:00:00,DK2,125%,92.792135
2023-01-03T19:00:00,DK1,125%,150.418332
2023-01-03T19:00:00,DK2,125%,70.569144
2023-01-03T18:00:00,DK1,125%,157.246872
2023-01-03T18:00:00,DK2,125%,76.72754
2023-01-03T17:00:00,DK1,125%,146.911497
2023-01-03T17:00:00,DK2,125%,64.208093
2023-01-03T16:00:00,DK1,125%,164.369517
2023-01-03T16:00:00,DK2,125%,79.864478
2023-01-03T15:00:00,DK1,125%,219.254752
2023-01-03T15:00:00,DK2,125%,65.814654
2023-01-03T14:00:00,DK1,125%,162.636801
2023-01-03T14:00:00,DK2,125%,57.090871
2023-01-03T13:00:00,DK1,125%,198.760758
2023-01-03T13:00:00,DK2,125%,58.227405
2023-01-03T12:00:00,DK1,125%,150.501784
2023-01-03T12:00:00,DK2,125%,36.092091
2023-01-03T11:00:00,DK1,125%,157.146307
2023-01-03T11:00:00,DK2,125%,32.613233
2023-01-03T10:00:00,DK1,125%,152.453158
2023-01-03T10:00:00,DK2,125%,29.89946
2023-01-03T09:00:00,DK1,125%,151.946148
2023-01-03T09:00:00,DK2,125%,30.99283
2023-01-03T08:00:00,DK1,125%,139.806907
2023-01-03T08:00:00,DK2,125%,32.951499
2023-01-03T07:00:00,DK1,125%,130.057793
2023-01-03T07:00:00,DK2,125%,30.401411
2023-01-03T06:00:00,DK1,125%,141.261979
2023-01-03T06:00:00,DK2,125%,24.514438
2023-01-03T05:00:00,DK1,125%,105.539806
2023-01-03T05:00:00,DK2,125%,20.95131
2023-01-03T04:00:00,DK1,125%,112.595464
2023-01-03T04:00:00,DK2,125%,19.592528
2023-01-03T03:00:00,DK1,125%,96.81695
2023-01-03T03:00:00,DK2,125%,19.747959
2023-01-03T02:00:00,DK1,125%,95.326439
2023-01-03T02:00:00,DK2,125%,20.07873
2023-01-03T01:00:00,DK1,125%,121.670546
2023-01-03T01:00:00,DK2,125%,20.104639
2023-01-03T00:00:00,DK1,125%,103.105671
2023-01-03T00:00:00,DK2,125%,20.644556
2023-01-02T23:00:00,DK1,125%,68.79753
2023-01-02T23:00:00,DK2,125%,21.408559
2023-01-02T22:00:00,DK1,125%,70.463264
2023-01-02T22:00:00,DK2,125%,22.353247
2023-01-02T21:00:00,DK1,125%,86.017154
2023-01-02T21:00:00,DK2,125%,27.928873
2023-01-02T20:00:00,DK1,125%,94.414646
2023-01-02T20:00:00,DK2,125%,32.321796
2023-01-02T19:00:00,DK1,125%,87.893429
2023-01-02T19:00:00,DK2,125%,36.258287
2023-01-02T18:00:00,DK1,125%,134.177149
2023-01-02T18:00:00,DK2,125%,33.083683
2023-01-02T17:00:00,DK1,125%,191.129893
2023-01-02T17:00:00,DK2,125%,73.420945
2023-01-02T16:00:00,DK1,125%,206.813603
2023-01-02T16:00:00,DK2,125%,77.812236
2023-01-02T15:00:00,DK1,125%,215.742556
2023-01-02T15:00:00,DK2,125%,60.9423
2023-01-02T14:00:00,DK1,125%,217.342223
2023-01-02T14:00:00,DK2,125%,48.102738
2023-01-02T13:00:00,DK1,125%,234.70139
2023-01-02T13:00:00,DK2,125%,53.125106
2023-01-02T12:00:00,DK1,125%,235.117298
2023-01-02T12:00:00,DK2,125%,43.566019
2023-01-02T11:00:00,DK1,125%,243.375258
2023-01-02T11:00:00,DK2,125%,28.445233
2023-01-02T10:00:00,DK1,125%,253.23894
2023-01-02T10:00:00,DK2,125%,48.040703
2023-01-02T09:00:00,DK1,125%,245.789356
2023-01-02T09:00:00,DK2,125%,31.896217
2023-01-02T08:00:00,DK1,125%,250.511347
2023-01-02T08:00:00,DK2,125%,27.261121
2023-01-02T07:00:00,DK1,125%,244.657217
2023-01-02T07:00:00,DK2,125%,33.005153
2023-01-02T06:00:00,DK1,125%,216.642874
2023-01-02T06:00:00,DK2,125%,58.56641
2023-01-02T05:00:00,DK1,125%,176.102142
2023-01-02T05:00:00,DK2,125%,69.562438
2023-01-02T04:00:00,DK1,125%,153.972591
2023-01-02T04:00:00,DK2,125%,50.647244
2023-01-02T03:00:00,DK1,125%,142.408805
2023-01-02T03:00:00,DK2,125%,47.788515
2023-01-02T02:00:00,DK1,125%,134.055901
2023-01-02T02:00:00,DK2,125%,35.773598
2023-01-02T01:00:00,DK1,125%,130.697357
2023-01-02T01:00:00,DK2,125%,35.006358
2023-01-02T00:00:00,DK1,125%,105.692869
2023-01-02T00:00:00,DK2,125%,31.470008
2023-01-01T23:00:00,DK1,125%,103.921098
2023-01-01T23:00:00,DK2,125%,28.168658
2023-01-01T22:00:00,DK1,125%,90.538861
2023-01-01T22:00:00,DK2,125%,26.460807
2023-01-01T21:00:00,DK1,125%,86.34381
2023-01-01T21:00:00,DK2,125%,25.057771
2023-01-01T20:00:00,DK1,125%,88.926533
2023-01-01T20:00:00,DK2,125%,25.284913
2023-01-01T19:00:00,DK1,125%,82.89032
2023-01-01T19:00:00,DK2,125%,25.371504
2023-01-01T18:00:00,DK1,125%,90.682548
2023-01-01T18:00:00,DK2,125%,25.077239
2023-01-01T17:00:00,DK1,125%,84.269144
2023-01-01T17:00:00,DK2,125%,26.13527
2023-01-01T16:00:00,DK1,125%,70.991543
2023-01-01T16:00:00,DK2,125%,24.067987
2023-01-01T15:00:00,DK1,125%,71.601419
2023-01-01T15:00:00,DK2,125%,30.966961
2023-01-01T14:00:00,DK1,125%,72.895927
2023-01-01T14:00:00,DK2,125%,48.47075
2023-01-01T13:00:00,DK1,125%,95.160085
2023-01-01T13:00:00,DK2,125%,50.136305
2023-01-01T12:00:00,DK1,125%,74.348248
2023-01-01T12:00:00,DK2,125%,44.343803
2023-01-01T11:00:00,DK1,125%,79.911487
2023-01-01T11:00:00,DK2,125%,42.848242
2023-01-01T10:00:00,DK1,125%,79.239223
2023-01-01T10:00:00,DK2,125%,46.661402
2023-01-01T09:00:00,DK1,125%,108.032277
2023-01-01T09:00:00,DK2,125%,44.29477
2023-01-01T08:00:00,DK1,125%,149.633824
2023-01-01T08:00:00,DK2,125%,42.762893
2023-01-01T07:00:00,DK1,125%,157.701202
2023-01-01T07:00:00,DK2,125%,46.813882
2023-01-01T06:00:00,DK1,125%,182.350939
2023-01-01T06:00:00,DK2,125%,37.373357
2023-01-01T05:00:00,DK1,125%,183.067766
2023-01-01T05:00:00,DK2,125%,39.840587
2023-01-01T04:00:00,DK1,125%,169.424968
2023-01-01T04:00:00,DK2,125%,36.044874
2023-01-01T03:00:00,DK1,125%,168.750709
2023-01-01T03:00:00,DK2,125%,43.609736
2023-01-01T02:00:00,DK1,125%,159.937804
2023-01-01T02:00:00,DK2,125%,26.845508
2023-01-01T01:00:00,DK1,125%,155.247527
2023-01-01T01:00:00,DK2,125%,24.968802
2023-01-01T00:00:00,DK1,125%,161.072008
2023-01-01T00:00:00,DK2,125%,33.945802
2022-12-31T23:00:00,DK1,125%,169.145866
2022-12-31T23:00:00,DK2,125%,55.124718
2022-12-31T22:00:00,DK1,125%,167.850282
2022-12-31T22:00:00,DK2,125%,63.4217
2022-12-31T21:00:00,DK1,125%,155.825786
2022-12-31T21:00:00,DK2,125%,60.740527
2022-12-31T20:00:00,DK1,125%,128.450555
2022-12-31T20:00:00,DK2,125%,57.789159
2022-12-31T19:00:00,DK1,125%,125.065126
2022-12-31T19:00:00,DK2,125%,53.450227
2022-12-31T18:00:00,DK1,125%,122.111789
2022-12-31T18:00:00,DK2,125%,48.204318
2022-12-31T17:00:00,DK1,125%,133.42776
2022-12-31T17:00:00,DK2,125%,56.43602
2022-12-31T16:00:00,DK1,125%,120.013387
2022-12-31T16:00:00,DK2,125%,47.605364
2022-12-31T15:00:00,DK1,125%,117.529999
2022-12-31T15:00:00,DK2,125%,51.945396
2022-12-31T14:00:00,DK1,125%,106.265784
2022-12-31T14:00:00,DK2,125%,55.87269
2022-12-31T13:00:00,DK1,125%,88.60081
2022-12-31T13:00:00,DK2,125%,55.440685
2022-12-31T12:00:00,DK1,125%,80.703404
2022-12-31T12:00:00,DK2,125%,50.476036
2022-12-31T11:00:00,DK1,125%,82.152208
2022-12-31T11:00:00,DK2,125%,54.634293
2022-12-31T10:00:00,DK1,125%,81.86592
2022-12-31T10:00:00,DK2,125%,53.282369
2022-12-31T09:00:00,DK1,125%,76.301335
2022-12-31T09:00:00,DK2,125%,56.209479
2022-12-31T08:00:00,DK1,125%,72.589948
2022-12-31T08:00:00,DK2,125%,62.604866
2022-12-31T07:00:00,DK1,125%,105.70057
2022-12-31T07:00:00,DK2,125%,101.901182
2022-12-31T06:00:00,DK1,125%,77.346186
2022-12-31T06:00:00,DK2,125%,89.921772
2022-12-31T05:00:00,DK1,125%,76.95245
2022-12-31T05:00:00,DK2,125%,89.587194
2022-12-31T04:00:00,DK1,125%,77.590642
2022-12-31T04:00:00,DK2,125%,87.710938
2022-12-31T03:00:00,DK1,125%,77.332372
2022-12-31T03:00:00,DK2,125%,82.333996
2022-12-31T02:00:00,DK1,125%,80.985804
2022-12-31T02:00:00,DK2,125%,85.118907
2022-12-31T01:00:00,DK1,125%,71.655743
2022-12-31T01:00:00,DK2,125%,59.727208
2022-12-31T00:00:00,DK1,125%,66.473555
2022-12-31T00:00:00,DK2,125%,49.65028
2022-12-30T23:00:00,DK1,125%,74.557703
2022-12-30T23:00:00,DK2,125%,65.07316
2022-12-30T22:00:00,DK1,125%,71.449618
2022-12-30T22:00:00,DK2,125%,79.244682
2022-12-30T21:00:00,DK1,125%,105.598467
2022-12-30T21:00:00,DK2,125%,113.360149
2022-12-30T20:00:00,DK1,125%,114.128409
2022-12-30T20:00:00,DK2,125%,111.960126
2022-12-30T19:00:00,DK1,125%,122.415469
2022-12-30T19:00:00,DK2,125%,110.596408
2022-12-30T18:00:00,DK1,125%,124.114345
2022-12-30T18:00:00,DK2,125%,111.718783
2022-12-30T17:00:00,DK1,125%,131.01708
2022-12-30T17:00:00,DK2,125%,118.633614
2022-12-30T16:00:00,DK1,125%,133.869409
2022-12-30T16:00:00,DK2,125%,125.346179
2022-12-30T15:00:00,DK1,125%,101.121794
2022-12-30T15:00:00,DK2,125%,74.741592
2022-12-30T14:00:00,DK1,125%,98.332033
2022-12-30T14:00:00,DK2,125%,68.338668
2022-12-30T13:00:00,DK1,125%,103.161588
2022-12-30T13:00:00,DK2,125%,64.910822
2022-12-30T12:00:00,DK1,125%,100.270685
2022-12-30T12:00:00,DK2,125%,59.576143
2022-12-30T11:00:00,DK1,125%,130.331842
2022-12-30T11:00:00,DK2,125%,65.137735
2022-12-30T10:00:00,DK1,125%,141.844176
2022-12-30T10:00:00,DK2,125%,68.370301
2022-12-30T09:00:00,DK1,125%,138.912171
2022-12-30T09:00:00,DK2,125%,66.521553
